body,title,url
"Fundación Cardoen inició un trabajo educativo en conjunto con seis municipalidades de la provincia de Colchagua en la Región de O’Higgins (Santa Cruz, Peralillo, Lolol, Pumanque, Nancagua y Chépica) para beneficiar a más de 8 mil escolares de escuelas municipales de la zona a través del programa “Aula en el Museo de Colchagua“, con el objetivo de fomentar el vínculo entre los profesores y este museo ubicado en Santa Cruz convirtiéndolos en mediadores entre sus estudiantes y uno de los museos más importantes del país.",Fundación Cardoen desarrolla programa educativo para más de 8 mil niños de escuelas municipales.,https://www.elrancaguino.cl/2020/07/10/fundacion-cardoen-desarrolla-programa-educativo-para-mas-de-8-mil-ninos-de-escuelas-municipales/
 ,Retiro de fondos de pensiones.,https://www.elrancaguino.cl/2020/07/09/retiro-de-fondos-de-pensiones/
"En el mes de junio se comercializaron 8.971 unidades de vehículos livianos y medianos nuevos, representando una baja de 68,5% en comparación a lo obtenido en el mismo mes de 2019. En términos acumulados, durante el primer semestre del año, el sector automotor registra la venta de 102.746 unidades nuevas, con una disminución de 45,1% con relación al primer semestre del año pasado, según lo indica un nuevo informe de la Asociación Nacional Automotriz de Chile (ANAC).",Ventas del mercado automotor durante el primer semestre de este año caen 45%.,https://www.elrancaguino.cl/2020/07/07/ventas-del-mercado-automotor-durante-el-primer-semestre-de-este-ano-caen-45/#comments
Fernando Ávila Figueroa,Hombre con 25 detenciones anteriores hirió a joven con arma blanca  para robarle su celular.,https://www.elrancaguino.cl/2020/07/09/hombre-con-25-detenciones-anteriores-hirio-a-joven-con-arma-blanca-para-robarle-su-celular/
"A poco más de cuatro meses desde llegada del coronavirus hemos visto cómo distintos sectores de la economía se han visto afectados, especialmente el de los pequeños emprendedores. Si bien ellos trabajan muchas veces en la informalidad, sin bancarizarse, hemos vuelto a comprobar que se trata de un sector responsable y comprometido. Con ellos reiniciamos la entrega de microcréditos en junio, luego de suspender por dos meses las devoluciones de sus préstamos a nivel nacional. Del más de centenar de grupos que hemos ido reactivando, el 87% ha podido hacer sus devoluciones y eso nos permite seguir reactivándonos en otras comunas donde más emprendedores esperan su capital de trabajo. Este comienzo auspicioso nos dice que cuando se entregan las oportunidades se responde, hay compromiso y sobre todo, mucho trabajo. El desafío está en seguir potenciando y creyendo en el emprendimiento en Chile, motor de desarrollo social y económico para nuestro país.",Apoyo a emprendedores.,https://www.elrancaguino.cl/2020/07/08/apoyo-a-emprendedores/
"Reporte MIERCOLES 01 de julio
(con corte a las 21 horas del martes 30/06)",EN VIVO: 164 nuevos casos se informan hoy en la región.,https://www.elrancaguino.cl/2020/07/01/en-vivo-164-nuevos-casos-se-informan-hoy-en-la-region/
Eugenio Espinosa Lynch,UN NUEVO TRATO.,https://www.elrancaguino.cl/2020/07/08/un-nuevo-trato/
"Los alumnos de Duoc UC realizarán las Misiones Solidarias de invierno 2020 en la Diócesis de Rancagua. En esta oportunidad y por efectos de la contingencia, la colaboración será de manera virtual, a través de la celebración de la Eucaristía, el acompañamiento remoto, realización de talleres técnicos, entre otros.",Estudiantes realizarán misiones de invierno de forma virtual.,https://www.elrancaguino.cl/2020/07/10/estudiantes-realizaran-misiones-de-invierno-de-forma-virtual/
 ,"Andrés Music, gerente General, Codelco División El Teniente: «Chile y la Región necesitan los recursos que genera El Teniente»",https://www.elrancaguino.cl/2020/07/08/andres-music-gerente-general-codelco-division-el-teniente-chile-y-la-region-necesitan-los-recursos-que-genera-el-teniente/
"-Para evitar aglomeraciones, y como medida de prevención ante contagio por coronavirus, desde ahora el centro comercial facilita con antelación, y a través de www.openplaza.cl, la asistencia de las personas a cualquiera de sus tiendas de primera necesidad. ",Open Rancagua ofrece programar sus visitas de manera online.,https://www.elrancaguino.cl/2020/07/10/open-rancagua-ofrece-programar-sus-visitas-de-manera-online/#comments
 ,Hacia el fin del turismo de masas.,https://www.elrancaguino.cl/2020/07/08/hacia-el-fin-del-turismo-de-masas/
"Doscientos trece nuevos casos fueron informados este martes 7 de julio por el gobernador de Colchagua, Yamil Ethit, vocería en la cual estuvo junto al jefe de la Defensa Nacional, General Jorge Jacque, a la Jefa del Departamento de Salud Pública de la Seremi de Salud, dra. Kira León; y el Director (s) del Servicio de Salud O’Higgins, Fabio López.",COVID-19: Autoridades regionales informan 213 nuevos casos de contagio.,https://www.elrancaguino.cl/2020/07/07/covid-19-autoridades-regionales-informan-213-nuevos-casos-de-contagio/
"Podemos ir al supermercado o comprarlas con despacho a domicilio, independiente de cuál sea la forma, está claro que debemos preocuparnos de sanitizar correctamente todos los productos que llegan a nuestro hogar para evitar posibles contagios de Covid-19. En ese sentido hay que tener especial cuidado con las frutas y verduras, ya que posiblemente las comeremos crudas.",Consejos para sanitizar correctamente frutas y verduras.,https://www.elrancaguino.cl/2020/07/10/consejos-para-sanitizar-correctamente-frutas-y-verduras/
"La Dirección Regional de Gendarmería en O’Higgins confirmó 12 nuevos casos de Coronavirus, correspondiente a condenados del módulo 41 del Complejo Penitenciario de Rancagua, a quienes se les aplicó test PCR el pasado miércoles. El diagnóstico fue confirmado hoy por la Seremi de Salud.",Gendarmería confirma nuevos contagios de Covid 19 en módulo distinto al de reos trasladados.,https://www.elrancaguino.cl/2020/06/28/gendarmeria-confirma-nuevos-contagios-de-covid-19-en-modulo-distinto-al-de-reos-trasladados/
"-Para evitar aglomeraciones, y como medida de prevención ante contagio por coronavirus, desde ahora el centro comercial facilita con antelación, y a través de www.openplaza.cl, la asistencia de las personas a cualquiera de sus tiendas de primera necesidad. ",Open Rancagua ofrece programar sus visitas de manera online.,https://www.elrancaguino.cl/2020/07/10/open-rancagua-ofrece-programar-sus-visitas-de-manera-online/
Dr. Fernando Soto Pinto,"Pandemia por COVID-19, delimitando responsabilidades…",https://www.elrancaguino.cl/2020/07/09/pandemia-por-covid-19-delimitando-responsabilidades/#comments
"Esta pandemia y las medidas tomadas por las autoridades, nos invitan a estar en constante reflexión. Con respecto al desconfinamiento de la región de los Ríos y Aysén, pienso que es una medida apresurada, en el medio de un brote.","Desconfinamiento, medida apresurada",https://www.elrancaguino.cl/2020/07/10/desconfinamiento-medida-apresurada/
Fernando Ávila Figueroa,"Concejal, Julio Ibarra es el nuevo alcalde suplente de Rengo.",https://www.elrancaguino.cl/2020/07/10/concejal-julio-ibarra-es-el-nuevo-alcalde-suplente-de-rengo/
Gisella Abarca,"Renuevan cuarentenas para Rancagua, Machalí y Graneros.",https://www.elrancaguino.cl/2020/07/08/renuevan-cuarentenas-pera-rancagua-machali-y-graneros/
Gisella Abarca,Autoridades locales comparecieron ante comisión Covid 19 de la Cámara de Diputados.,https://www.elrancaguino.cl/2020/07/10/autoridades-locales-no-asumen-responsabilidades-ante-el-explosivo-ascenso-de-casos-en-la-region/
Fernando Ávila Figueroa,Declaran ilegal detención de mujer que se aprestaba a denunciar una violación en horario de toque de queda.,https://www.elrancaguino.cl/2020/07/09/declaran-ilegal-detencion-de-mujer-que-se-aprestaba-a-denunciar-una-violacion-en-horario-de-toque-de-queda/
"En el mes de junio se comercializaron 8.971 unidades de vehículos livianos y medianos nuevos, representando una baja de 68,5% en comparación a lo obtenido en el mismo mes de 2019. En términos acumulados, durante el primer semestre del año, el sector automotor registra la venta de 102.746 unidades nuevas, con una disminución de 45,1% con relación al primer semestre del año pasado, según lo indica un nuevo informe de la Asociación Nacional Automotriz de Chile (ANAC).",Ventas del mercado automotor durante el primer semestre de este año caen 45%.,https://www.elrancaguino.cl/2020/07/07/ventas-del-mercado-automotor-durante-el-primer-semestre-de-este-ano-caen-45/
"Columna subsecretario de Economía y Empresas de Menor Tamaño, Esteban Carrasco",La digitalización para reinventarse.,https://www.elrancaguino.cl/2020/07/09/la-digitalizacion-para-reinventarse/
"Las sociedades modernas reconocen la libertad de prensa y el trabajo de los medios periodísticos como pilares fundamentales para la democracia, el respeto de los derechos humanos, la contención de fuerzas autoritarias y para el ejercicio de una ciudadanía plena e informada.","La sostenibilidad del periodismo durante y después de la pandemia, una responsabilidad para las democracias de América.",https://www.elrancaguino.cl/2020/07/10/la-sostenibilidad-del-periodismo-durante-y-despues-de-la-pandemia-una-responsabilidad-para-las-democracias-de-america/
Por: Marcela Ragni V.,Mente saludable en tiempos complejos.,https://www.elrancaguino.cl/2020/07/08/mente-saludable-en-tiempos-complejos/
"Reporte MARTES 07 de julio
(con corte a las 21 horas del lunes 06/07)",213 nuevos casos de covid 19 se reportan hoy en la región.,https://www.elrancaguino.cl/2020/07/07/213-nuevos-casos-de-covid-19-se-reportan-hoy-en-la-region/
"Columna subsecretario de Economía y Empresas de Menor Tamaño, Esteban Carrasco",La digitalización para reinventarse.,https://www.elrancaguino.cl/2020/07/09/la-digitalizacion-para-reinventarse/#comments
